127.0.0.1 - - [07/Dec/2019:16:28:05 +0900] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:09:48 +0900] "GET /Project/img/overwatch_bg.jpg HTTP/1.1" 200 1500
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:09:48 +0900] "GET /favicon.ico HTTP/1.1" 404 1085
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:03 +0900] "GET /Project/index.jsp HTTP/1.1" 200 12515
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:03 +0900] "GET /Project/css/bootstrap.min.css HTTP/1.1" 200 144877
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:03 +0900] "GET /Project/css/custom.css HTTP/1.1" 200 306
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:03 +0900] "GET /Project/img/blizarrd3.jpg HTTP/1.1" 200 142212
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:03 +0900] "GET /Project/js/jquery-3.4.1.min.js HTTP/1.1" 200 88145
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:03 +0900] "GET /Project/js/bootstrap.min.js HTTP/1.1" 200 48944
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:03 +0900] "GET /Project/js/popper.min.js HTTP/1.1" 200 19188
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:04 +0900] "GET /Project/img/mainbackground.png HTTP/1.1" 200 81898
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:04 +0900] "GET /Project/img/overwatch_bg.jpg HTTP/1.1" 200 1500
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:04 +0900] "GET /favicon.ico HTTP/1.1" 404 1085
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:05 +0900] "GET /Project/index.jsp HTTP/1.1" 200 12515
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:05 +0900] "GET /Project/css/custom.css HTTP/1.1" 200 306
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:05 +0900] "GET /Project/img/blizarrd3.jpg HTTP/1.1" 200 142212
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:05 +0900] "GET /Project/js/jquery-3.4.1.min.js HTTP/1.1" 200 88145
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:05 +0900] "GET /Project/css/bootstrap.min.css HTTP/1.1" 200 144877
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:05 +0900] "GET /Project/js/popper.min.js HTTP/1.1" 200 19188
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:05 +0900] "GET /Project/js/bootstrap.min.js HTTP/1.1" 200 48944
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:05 +0900] "GET /Project/img/mainbackground.png HTTP/1.1" 200 81898
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:05 +0900] "GET /Project/img/overwatch_bg.jpg HTTP/1.1" 200 1500
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:06 +0900] "GET /favicon.ico HTTP/1.1" 404 1085
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:07 +0900] "GET /Project/postView.jsp?postID=15 HTTP/1.1" 200 4703
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:10 +0900] "GET /Project/recommendAction.jsp?postID=15 HTTP/1.1" 200 100
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:12 +0900] "GET /Project/index.jsp HTTP/1.1" 200 12515
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:42 +0900] "GET /Project/userLogout.jsp HTTP/1.1" 200 54
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:42 +0900] "GET /Project/index.jsp HTTP/1.1" 200 90
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:44 +0900] "GET /Project/userLogin.jsp HTTP/1.1" 200 4147
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:44 +0900] "GET /Project/img/blizarrdbg.png HTTP/1.1" 404 1108
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:46 +0900] "POST /Project/userLoginAction.jsp HTTP/1.1" 200 79
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:49 +0900] "POST /Project/userLoginAction.jsp HTTP/1.1" 200 48
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:49 +0900] "GET /Project/index.jsp HTTP/1.1" 200 12515
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:51 +0900] "GET /Project/userLogout.jsp HTTP/1.1" 200 54
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:51 +0900] "GET /Project/index.jsp HTTP/1.1" 200 90
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:52 +0900] "GET /Project/userLogin.jsp HTTP/1.1" 200 4147
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:52 +0900] "GET /Project/img/blizarrdbg.png HTTP/1.1" 404 1108
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:15:55 +0900] "POST /Project/userLoginAction.jsp HTTP/1.1" 200 89
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:16:00 +0900] "POST /Project/userLoginAction.jsp HTTP/1.1" 200 48
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:16:00 +0900] "GET /Project/index.jsp HTTP/1.1" 200 12515
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:16:04 +0900] "GET /Project/postView.jsp?postID=15 HTTP/1.1" 200 4461
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:16:06 +0900] "GET /Project/recommendAction.jsp?postID=15 HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:16:07 +0900] "GET /Project/index.jsp HTTP/1.1" 200 12515
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:16:11 +0900] "GET /Project/postView.jsp?postID=15 HTTP/1.1" 200 4461
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:16:13 +0900] "GET /Project/recommendAction.jsp?postID=15 HTTP/1.1" 200 100
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:16:15 +0900] "GET /Project/index.jsp HTTP/1.1" 200 12515
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:16:20 +0900] "GET /Project/postView.jsp?postID=15 HTTP/1.1" 200 4461
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:16:21 +0900] "GET /Project/index.jsp HTTP/1.1" 200 12515
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:33:21 +0900] "GET /Project/postView.jsp?postID=15 HTTP/1.1" 200 4461
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:33:26 +0900] "GET /Project/index.jsp HTTP/1.1" 200 12515
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:33:44 +0900] "GET /Project/userLogout.jsp HTTP/1.1" 200 54
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:33:45 +0900] "GET /Project/index.jsp HTTP/1.1" 200 90
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:33:46 +0900] "GET /Project/userLogin.jsp HTTP/1.1" 200 4147
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:33:47 +0900] "GET /Project/img/blizarrdbg.png HTTP/1.1" 404 1108
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:33:48 +0900] "GET /Project/index.jsp HTTP/1.1" 200 90
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:33:49 +0900] "GET /Project/userLogin.jsp HTTP/1.1" 200 4147
0:0:0:0:0:0:0:1 - - [07/Dec/2019:21:33:49 +0900] "GET /Project/img/blizarrdbg.png HTTP/1.1" 404 1108
